timestamp,amount,location,is_fraud,merchant_category,device_type,transaction_type,risk_score,hour_of_day,day_of_week,weekend_flag,transaction_frequency,avg_transaction_amount,device_change_count,location_change_frequency,velocity_score,rolling_avg_amount,spending_deviation,amount_zscore,datetime,hour,day,month,location_encoded,merchant_encoded,amount_norm,avg_user_amount,transaction_deviation,transactions_last_1hr,new_location_flag,night_transaction_flag,high_risk_merchant_flag,status,reason,transaction_id,user_id,time
2026-03-07 11:32:58.309210,54.419043286096446,US,0,retail,mobile,online,23.981446640648638,11,5,1,3.8557746929726004,104.17162902151111,2,0,11.484522010128291,60.088753374422694,-5.669710088326248,-0.0798035142053353,2026-03-07 11:32:58.309210,11,7,3,6,2,0.0006587425509166096,54.419043286096446,1.0,3,0,0,1,Safe,"Too many transactions, High risk merchant",TXN-000000,USR-135,2026-03-07 11:32:58.309210
2026-03-07 11:42:58.309210,28.839203635119304,EU,0,food,desktop,online,16.17075999032245,11,5,1,23.039684020802163,30.567709850477197,0,0,8.38349172495438,32.63540686477774,-3.7962032296584383,-0.09204849503301143,2026-03-07 11:42:58.309210,11,7,3,2,1,0.00034154869730332793,28.839203635119304,1.0,4,0,0,1,Safe,"Too many transactions, High risk merchant",TXN-000001,USR-196,2026-03-07 11:42:58.309210
2026-03-07 11:52:58.309210,63.28754435219077,UK,0,digital_goods,desktop,online,15.95188814736308,11,5,1,4.424660107042788,90.9140473923316,0,0,5.363804199924116,69.68288381549466,-6.395339463303891,-0.07555819339776713,2026-03-07 11:52:58.309210,11,7,3,5,0,0.0007687132961327743,63.28754435219077,1.0,1,0,0,0,Safe,Normal behavior,TXN-000002,USR-272,2026-03-07 11:52:58.309210
2026-03-07 12:02:58.309210,151.87075398567382,CA,0,digital_goods,desktop,online,38.94528285948634,12,5,1,1.0,121.30201301258275,0,0,4.207151068462577,157.22308856988482,-5.3523345842110075,-0.033153717122069264,2026-03-07 12:02:58.309210,12,7,3,1,0,0.0018671584002640008,151.87075398567382,1.0,3,1,0,0,Safe,"New location, Too many transactions",TXN-000003,USR-285,2026-03-07 12:02:58.309210
2026-03-07 12:12:58.309210,26.20228511979821,AU,0,services,desktop,online,17.474698616064202,12,5,1,6.769933921307993,17.44572914883349,1,0,8.346784302650455,21.25701358963989,4.945271530158319,-0.09331077881214442,2026-03-07 12:12:58.309210,12,7,3,0,3,0.0003088505116637256,26.20228511979821,1.0,1,0,0,0,Safe,Normal behavior,TXN-000004,USR-526,2026-03-07 12:12:58.309210
2026-03-07 12:22:58.309210,26.202715306529004,US,0,retail,desktop,online,21.158185217419174,12,5,1,4.69503711976888,34.75941310431506,0,0,7.522321603504696,28.977513457471602,-2.7747981509425976,-0.09331057288324326,2026-03-07 12:22:58.309210,12,7,3,6,2,0.00030885584604379895,26.202715306529004,1.0,3,1,0,0,Safe,"New location, Too many transactions",TXN-000005,USR-553,2026-03-07 12:22:58.309210
2026-03-07 12:32:58.309210,160.6475468844781,US,0,digital_goods,mobile,online,39.04611852399372,12,5,1,4.654326017697828,213.96515436162707,0,1,24.69740020844748,167.8891655678125,-7.241618683334423,-0.028952296697206007,2026-03-07 12:32:58.309210,12,7,3,6,0,0.0019759919504317427,160.6475468844781,1.0,4,0,0,0,Safe,Too many transactions,TXN-000006,USR-612,2026-03-07 12:32:58.309210
2026-03-07 12:42:58.309210,71.33839837948798,CA,0,retail,tablet,in-store,10.913352792913122,12,5,1,14.123773614736052,75.23443865939448,0,0,4.501565280817835,59.37445368059882,11.963944698889165,-0.07170427740158505,2026-03-07 12:42:58.309210,12,7,3,1,2,0.0008685450952620882,71.33839837948798,1.0,4,0,0,0,Safe,Too many transactions,TXN-000007,USR-291,2026-03-07 12:42:58.309210
2026-03-07 12:52:58.309210,20.708114205460763,AU,0,food,mobile,online,18.943436639084208,12,5,1,16.361883453957716,20.03733280701157,0,0,8.96884385583407,17.54873297816234,3.1593812272984216,-0.0959408194389811,2026-03-07 12:52:58.309210,12,7,3,0,1,0.00024072196713384892,20.708114205460763,1.0,2,1,0,0,Safe,New location,TXN-000008,USR-774,2026-03-07 12:52:58.309210
2026-03-07 13:02:58.309210,56.9720070937907,US,0,travel,desktop,online,23.738166761957082,13,5,1,26.057478925379755,60.46212542611843,0,0,5.619726305036224,56.54342324763186,0.42858384615884404,-0.07858141925456523,2026-03-07 13:02:58.309210,13,7,3,6,4,0.0006903996855721368,56.9720070937907,1.0,3,0,0,1,Safe,"Too many transactions, High risk merchant",TXN-000009,USR-906,2026-03-07 13:02:58.309210
2026-03-07 13:12:58.309210,20.833917489716484,UK,0,services,desktop,online,20.29833668650439,13,5,1,12.098860552687118,35.26595547462796,2,0,5.264988019416045,23.77432042165201,-2.9404029319355267,-0.09588059784162987,2026-03-07 13:12:58.309210,13,7,3,5,3,0.00024228194675353175,20.833917489716484,1.0,2,0,0,1,Safe,High risk merchant,TXN-000010,USR-621,2026-03-07 13:12:58.309210
2026-03-07 13:22:58.309210,20.7858038489209,US,0,digital_goods,tablet,in-store,16.08786996379039,13,5,1,17.292542802141686,21.546609746799092,1,0,4.255724152539185,21.232683775504196,-0.44687992658329634,-0.09590362967518046,2026-03-07 13:22:58.309210,13,7,3,6,0,0.0002416853303812812,20.7858038489209,1.0,2,0,0,0,Safe,Normal behavior,TXN-000011,USR-114,2026-03-07 13:22:58.309210
2026-03-07 13:32:58.309210,42.18067895648421,AU,0,services,mobile,in-store,13.350886906464234,13,5,1,4.3663395088507,79.3865268983314,1,0,12.322863493659606,49.2605501221642,-7.0798711656799895,-0.08566197690967414,2026-03-07 13:32:58.309210,13,7,3,0,3,0.0005069849950992203,42.18067895648421,1.0,2,0,0,0,Safe,Normal behavior,TXN-000012,USR-111,2026-03-07 13:32:58.309210
2026-03-07 13:42:58.309210,4.887689785459798,EU,0,digital_goods,tablet,in-store,20.137239491000386,13,5,1,7.737923255092547,3.2720331426740903,1,0,12.231342011833537,5.504814570166127,-0.6171247847063297,-0.10351400192768412,2026-03-07 13:42:58.309210,13,7,3,2,0,4.4546328191324116e-05,4.887689785459798,1.0,1,0,0,0,Safe,Normal behavior,TXN-000013,USR-131,2026-03-07 13:42:58.309210
2026-03-07 13:52:58.309210,5.900765967510795,EU,0,services,desktop,online,18.513907818344993,13,5,1,25.401632840673336,11.195903528551208,0,0,11.388643103675053,6.209455405482236,-0.30868943797144155,-0.10302904586089673,2026-03-07 13:52:58.309210,13,7,3,2,3,5.710862500682863e-05,5.900765967510795,1.0,2,0,0,1,Safe,High risk merchant,TXN-000014,USR-922,2026-03-07 13:52:58.309210
2026-03-07 14:02:58.309210,18.87262521430794,CA,0,digital_goods,desktop,online,18.708302034609396,14,5,1,26.23715405211783,28.956684220843776,1,0,5.907546349080618,17.463686328501947,1.4089388858059948,-0.09681946167492719,2026-03-07 14:02:58.309210,14,7,3,1,0,0.00021796162796392462,18.87262521430794,1.0,4,0,0,1,Safe,"Too many transactions, High risk merchant",TXN-000015,USR-680,2026-03-07 14:02:58.309210
2026-03-07 14:12:58.309210,12.027177487802884,AU,0,travel,tablet,online,28.15831591286431,14,5,1,27.699638626825138,12.225943292290845,0,1,9.460783014931172,13.724134029806331,-1.6969565420034467,-0.10009635384124348,2026-03-07 14:12:58.309210,14,7,3,0,4,0.00013307704800935588,12.027177487802884,1.0,1,1,0,0,Safe,New location,TXN-000016,USR-485,2026-03-07 14:12:58.309210
2026-03-07 14:22:58.309210,45.3426156274143,US,0,retail,desktop,online,10.870794589367431,14,5,1,13.994089460921417,23.137558444795005,0,0,13.861451105870751,48.22991175978693,-2.887296132372633,-0.08414836875410518,2026-03-07 14:22:58.309210,14,7,3,6,2,0.000546193484723007,45.3426156274143,1.0,2,0,0,0,Safe,Normal behavior,TXN-000017,USR-140,2026-03-07 14:22:58.309210
2026-03-07 14:32:58.309210,13.35613626391453,US,0,retail,mobile,online,28.157324464807996,14,5,1,4.4053838182431235,22.754147261045276,0,0,2.353326318941611,13.63803271182276,-0.2818964479082293,-0.09946018586848461,2026-03-07 14:32:58.309210,14,7,3,6,2,0.00014955633643491648,13.35613626391453,1.0,2,1,0,1,Safe,"New location, High risk merchant",TXN-000018,USR-397,2026-03-07 14:32:58.309210
2026-03-07 14:42:58.309210,8.066311371464124,EU,0,retail,desktop,in-store,22.766095368192605,14,5,1,8.749667719950931,15.761501391592262,0,1,9.524336202341416,8.068322649422848,-0.0020112779587240226,-0.10199240676093828,2026-03-07 14:42:58.309210,14,7,3,2,2,8.39617132680073e-05,8.066311371464124,1.0,1,0,0,1,Safe,High risk merchant,TXN-000019,USR-489,2026-03-07 14:42:58.309210
2026-03-07 14:52:58.309210,143.4015545728416,EU,0,food,desktop,in-store,32.52613798795525,14,5,1,12.377448604086934,283.02577472911696,1,0,11.621728728901266,126.92828126145322,16.473273311388382,-0.03720789360835287,2026-03-07 14:52:58.309210,14,7,3,2,1,0.0017621390555210413,143.4015545728416,1.0,3,0,0,1,Safe,"Too many transactions, High risk merchant",TXN-000020,USR-253,2026-03-07 14:52:58.309210
2026-03-07 15:02:58.309210,26.42270555760026,UK,0,food,mobile,online,14.424597372902994,15,5,1,10.478740373157347,29.992619581263295,2,0,10.35610428774506,21.304507917403885,5.1181976401963745,-0.09320526431042192,2026-03-07 15:02:58.309210,15,7,3,5,1,0.00031158375819832177,26.42270555760026,1.0,4,0,0,0,Safe,Too many transactions,TXN-000021,USR-573,2026-03-07 15:02:58.309210
2026-03-07 15:12:58.309210,35.42891181297902,EU,0,food,desktop,online,9.878956775289913,15,5,1,15.90657704015689,21.4612969243487,0,0,4.892208335422169,38.497154645262825,-3.068242832283808,-0.08889402450470262,2026-03-07 15:12:58.309210,15,7,3,2,1,0.00042326206844412134,35.42891181297902,1.0,1,0,0,0,Safe,Normal behavior,TXN-000022,USR-939,2026-03-07 15:12:58.309210
2026-03-07 15:22:58.309210,7.966552294174592,UK,0,services,tablet,online,24.238296994345976,15,5,1,21.01025162872466,7.732580059503544,1,1,4.792616041761695,9.303692179785033,-1.3371398856104406,-0.10204016108643305,2026-03-07 15:22:58.309210,15,7,3,5,3,8.27246857263916e-05,7.966552294174592,1.0,2,0,0,1,Safe,High risk merchant,TXN-000023,USR-828,2026-03-07 15:22:58.309210
2026-03-07 15:32:58.309210,19.213579131301895,US,0,services,tablet,online,13.370872932455345,15,5,1,6.767934528440463,18.53361719491704,0,0,8.61425980054413,16.782386887109908,2.431192244191987,-0.09665624821332316,2026-03-07 15:32:58.309210,15,7,3,6,3,0.0002221895077439186,19.213579131301895,1.0,4,0,0,0,Safe,Too many transactions,TXN-000024,USR-890,2026-03-07 15:32:58.309210
